,DrugBank ID,Name,Type,protein_id,UniProt Name,Esophagus,Brain,Uterus,Lung,Skin,Testis,Small intestine,Adrenal gland,Pancreas,Muscle,Blood,Colon,Liver,Heart,Adipose tissue,Kidney,Thyroid,Spleen,Bladder,Ovary,Prostate,Stomach,Blood vessel,Nerve,Breast,Salivary gland,Vagina
407,DB00598,Labetalol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,DB00612,Bisoprolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,DB00726,Trimipramine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,DB00841,Dobutamine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,DB00866,Alprenolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,DB00871,Terbutaline,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,DB00938,Salmeterol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,DB00960,Pindolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,DB01001,Salbutamol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,DB01049,Ergoloid mesylate,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,DB01064,Isoprenaline,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,DB01102,Arbutamine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,DB01151,Desipramine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,DB01182,Propafenone,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,DB01193,Acebutolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,DB01203,Nadolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,DB01210,Levobunolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,DB01214,Metipranolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,DB01238,Aripiprazole,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,DB01288,Fenoterol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,DB01291,Pirbuterol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,DB01295,Bevantolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,DB01297,Practolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,DB01364,Ephedrine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,DB01365,Mephentermine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,DB01580,Oxprenolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,DB04855,Dronedarone,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,DB06216,Asenapine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,DB08807,Bopindolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,DB08808,Bupranolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,DB00816,Orciprenaline,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,0.0,4.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568,4.579,0.0,3.222,4.635,3.08,0.0,4.353,0.0,0.0,0.0,4.422,0.0,0.0,0.0,0.0,0.0,0.0
578,DB00867,Ritodrine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,0.0,4.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568,4.579,0.0,3.222,4.635,3.08,0.0,4.353,0.0,0.0,0.0,4.422,0.0,0.0,0.0,0.0,0.0,0.0
579,DB00925,Phenoxybenzamine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,0.0,4.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568,4.579,0.0,3.222,4.635,3.08,0.0,4.353,0.0,0.0,0.0,4.422,0.0,0.0,0.0,0.0,0.0,0.0
583,DB01366,Procaterol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,0.0,4.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568,4.579,0.0,3.222,4.635,3.08,0.0,4.353,0.0,0.0,0.0,4.422,0.0,0.0,0.0,0.0,0.0,0.0
584,DB01408,Bambuterol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,0.0,4.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568,4.579,0.0,3.222,4.635,3.08,0.0,4.353,0.0,0.0,0.0,4.422,0.0,0.0,0.0,0.0,0.0,0.0
585,DB05039,Indacaterol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,0.0,4.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568,4.579,0.0,3.222,4.635,3.08,0.0,4.353,0.0,0.0,0.0,4.422,0.0,0.0,0.0,0.0,0.0,0.0
586,DB06151,Acetylcysteine,SmallMoleculeDrug,Q03154,Aminoacylase-1,0.0,4.449,0.0,4.248,4.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.644,0.0,0.0,3.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,DB00201,Caffeine,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",0.0,4.961,0.0,0.0,0.0,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,DB00277,Theophylline,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",0.0,4.961,0.0,0.0,0.0,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,DB00651,Dyphylline,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",0.0,4.961,0.0,0.0,0.0,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,DB00824,Enprofylline,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",0.0,4.961,0.0,0.0,0.0,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,DB01113,Papaverine,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",0.0,4.961,0.0,0.0,0.0,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,DB01412,Theobromine,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",0.0,4.961,0.0,0.0,0.0,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,DB01656,Roflumilast,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",0.0,4.961,0.0,0.0,0.0,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,DB00328,Indomethacin,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505,3.1689999999999996,0.0,4.7589999999999995,3.44,3.465,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,DB00412,Rosiglitazone,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505,3.1689999999999996,0.0,4.7589999999999995,3.44,3.465,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,DB00573,Fenoprofen,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505,3.1689999999999996,0.0,4.7589999999999995,3.44,3.465,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,DB00636,Clofibrate,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505,3.1689999999999996,0.0,4.7589999999999995,3.44,3.465,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,DB01039,Fenofibrate,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505,3.1689999999999996,0.0,4.7589999999999995,3.44,3.465,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,DB01241,Gemfibrozil,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505,3.1689999999999996,0.0,4.7589999999999995,3.44,3.465,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,DB01393,Bezafibrate,SmallMoleculeDrug,Q07869,Peroxisome proliferator-activated receptor alpha,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505,3.1689999999999996,0.0,4.7589999999999995,3.44,3.465,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,DB06777,Chenodeoxycholic acid,SmallMoleculeDrug,Q96RI1,Bile acid receptor,0.0,0.0,0.0,0.0,0.0,0.0,3.339,0.0,0.0,0.0,0.0,4.595,3.972,0.0,0.0,3.2539999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,DB00605,Sulindac,SmallMoleculeDrug,Q03181,Peroxisome proliferator-activated receptor delta,0.0,4.8919999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,DB00244,Mesalazine,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,0.0,3.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3810000000000002,3.089,3.42,3.4930000000000003,4.666,4.824,3.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,DB00795,Sulfasalazine,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,0.0,3.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3810000000000002,3.089,3.42,3.4930000000000003,4.666,4.824,3.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,DB01067,Glipizide,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,0.0,3.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3810000000000002,3.089,3.42,3.4930000000000003,4.666,4.824,3.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,DB01132,Pioglitazone,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,0.0,3.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3810000000000002,3.089,3.42,3.4930000000000003,4.666,4.824,3.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,DB00459,Acitretin,SmallMoleculeDrug,P19793,Retinoic acid receptor RXR-alpha,0.0,4.736000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0660000000000003,0.0,0.0,4.678,0.0,0.0,4.518,0.0,0.0,0.0,4.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,DB00136,Calcitriol,SmallMoleculeDrug,P11473,Vitamin D3 receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538,0.0,0.0,0.0,0.0,3.051,3.767,0.0,0.0,0.0,4.397,0.0,0.0,0.0,0.0,0.0,0.0
680,DB01070,Dihydrotachysterol,SmallMoleculeDrug,P11473,Vitamin D3 receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538,0.0,0.0,0.0,0.0,3.051,3.767,0.0,0.0,0.0,4.397,0.0,0.0,0.0,0.0,0.0,0.0
681,DB02300,Calcipotriol,SmallMoleculeDrug,P11473,Vitamin D3 receptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538,0.0,0.0,0.0,0.0,3.051,3.767,0.0,0.0,0.0,4.397,0.0,0.0,0.0,0.0,0.0,0.0
682,DB00273,Topiramate,SmallMoleculeDrug,Q16478,"Glutamate receptor ionotropic, kainate 5",0.0,4.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,DB00193,Tramadol,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0
708,DB00228,Enflurane,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0
718,DB00289,Atomoxetine,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0
722,DB00502,Haloperidol,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0
734,DB00949,Felbamate,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0
735,DB04896,Milnacipran,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0
738,DB06738,Ketobemidone,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1260000000000003,0.0,0.0,0.0
742,DB00753,Isoflurane,SmallMoleculeDrug,P42261,Glutamate receptor 1,0.0,4.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0
747,DB01028,Methoxyflurane,SmallMoleculeDrug,P42261,Glutamate receptor 1,0.0,4.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0
752,DB01189,Desflurane,SmallMoleculeDrug,P42261,Glutamate receptor 1,0.0,4.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0
756,DB01236,Sevoflurane,SmallMoleculeDrug,P42261,Glutamate receptor 1,0.0,4.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0
761,DB00262,Carmustine,SmallMoleculeDrug,P00390,"Glutathione reductase, mitochondrial",0.0,3.2089999999999996,0.0,4.533,0.0,0.0,0.0,0.0,0.0,0.0,4.612,0.0,4.654,3.0980000000000003,0.0,3.0869999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00390,"Glutathione reductase, mitochondrial",0.0,3.2089999999999996,0.0,4.533,0.0,0.0,0.0,0.0,0.0,0.0,4.612,0.0,4.654,3.0980000000000003,0.0,3.0869999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,DB00363,Clozapine,SmallMoleculeDrug,P09211,Glutathione S-transferase P,3.556,4.888999999999999,4.164,4.36,3.52,0.0,3.071,0.0,3.924,3.36,4.647,3.342,4.64,3.1630000000000003,0.0,3.278,3.202,0.0,4.6930000000000005,3.2910000000000004,3.7310000000000003,3.338,0.0,0.0,0.0,0.0,0.0
792,DB01242,Clomipramine,SmallMoleculeDrug,P09211,Glutathione S-transferase P,3.556,4.888999999999999,4.164,4.36,3.52,0.0,3.071,0.0,3.924,3.36,4.647,3.342,4.64,3.1630000000000003,0.0,3.278,3.202,0.0,4.6930000000000005,3.2910000000000004,3.7310000000000003,3.338,0.0,0.0,0.0,0.0,0.0
798,DB01197,Captopril,SmallMoleculeDrug,P14780,Matrix metalloproteinase-9,0.0,3.1860000000000004,0.0,3.259,0.0,0.0,0.0,0.0,0.0,3.005,4.992,3.073,3.1860000000000004,3.284,0.0,0.0,0.0,3.313,0.0,0.0,0.0,0.0,3.198,0.0,0.0,0.0,0.0
802,DB05478,Pradefovir mesylate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4,0.0,0.0,0.0,0.0,0.0,0.0,3.8810000000000002,0.0,0.0,0.0,3.23,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,DB00675,Tamoxifen,SmallMoleculeDrug,P17252,Protein kinase C alpha type,0.0,4.652,3.687,3.806,4.501,3.967,0.0,0.0,4.324,0.0,4.612,0.0,4.715,0.0,0.0,3.222,0.0,0.0,0.0,0.0,3.488,0.0,0.0,0.0,0.0,0.0,0.0
813,DB00270,Isradipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,DB00308,Ibutilide,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,DB00401,Nisoldipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,DB00421,Spironolactone,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,DB00622,Nicardipine,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
